Date,Company/Brand,Founded,HeadQuarter,Founders,Investor,Amount($),Stage,Year,Sector,NumFounders,total_investors
2021-08-04,ApnaKlub,2020,Bangalore,"['Shruti', ' Manish Kumar']","Blume Ventures, Whiteboard Capital",169032154.0,Pre-series A,2021,E-Commerce,2,2
2021-08-04,Jai Kisan,2017,Mumbai,"['Adriel Maniego', ' Arjun Ahluwalia']","The Chatterjee Group, Prophetic Ventures",30000000.0,Series A,2021,FinTech,2,2
2021-08-05,Zepto,2021,Mumbai,"['Aadit Palicha', ' Kaivalya Vohra']","Glade Brook Capital, Nexus, Y Combinator",60000000.0,Seed,2021,E-Commerce,2,3
2021-08-05,Pocket FM,2018,Bangalore,"['Rohan', ' Nishanth Srinivas', ' Prateek Dixit']","Lightspeed, Times Group, Tanglin Venture Partners",22000000.0,Series B,2021,Media/Entertainment,3,3
2021-08-05,Smart Express,2018,Mumbai,['Yogesh Dhingra'],"IIFL India Private Equity Fund, Smiti Holding & Trading Company",10000000.0,Seed,2021,Logistics,1,2
2021-08-06,ExtraaEdge,2015,Pune,"['Abhishek Ballabh', ' Sushil Mundada']","9Unicorns Accelerator Fund, Indian Angel Network",1000000.0,Pre-series A,2021,Technology,2,2
2021-08-06,Knorish,2016,Gurugram,"['Rakhi Wadhwa', ' Kinner N Sacchdev']","Inflection Point Ventures, Rockstud Capital, Pentathlon Ventures, Prophetic Ventures syndicate",1000000.0,Pre-series A,2021,Education,2,4
2021-08-06,ZFW Hospitality,2015,Delhi,['Madhav Kasturia'],"Mumbai Angels Network, Expert DOJO",150000.0,Pre-seed,2021,Consumables,1,2
2021-08-06,Marquee Equity,2016,Mumbai,['Ash Narain'],"Capital One, Arrowroot Capital",3800000.0,Seed,2021,FinTech,1,2
2021-08-07,MyMobiForce,2018,Noida,"['Dheeraj Khatter', ' Himanshu Kumar', ' Kshitiz Saini']",Bharat Inclusion,1400000.0,Pre-series A,2021,Technology,3,1
2021-08-08,Jumbotail,2015,Bangalore,"['S Karthik Venkateswaran', ' Ashish Jhina']",Invus,85000000.0,Series C,2021,E-Commerce,2,1
2021-08-08,SuperZop,2016,Mumbai,"['Raghuveer Allada', ' Prithwi Singh', ' Darshan Krishnamurthy']",Incofin’s India Progress Fund,4000000.0,Series A,2021,Consumer Services,3,1
2021-08-08,Makers Hive,2018,Hyderabad,['Pranav Vempati'],"Starfish Growth Partners, Investpad",9000000.0,Seed,2021,Technology,1,2
2021-08-09,EventBeep,2019,Pune,"['Saurabh Mangrulkar', ' Rakhi Pal', ' Venkatesh Prasad']","SucSEED  Indovation Fund, Uincept, Palimala Ventures",169032154.0,Seed,2021,Education,3,3
2021-08-09,NFTically,2021,Gurugram,['Toshendra Sharma'],Jayanti Kanani,169032154.0,Seed,2021,FinTech,1,1
2021-08-09,Wysa,2015,Bangalore,"['Jo Aggarwal', ' Ramakant Vempati']","Kae Capital, Pi Ventures",169032154.0,Seed,2021,Technology,2,2
2021-08-09,Synapsica,2017,Delhi,"['Meenakshi Singh', ' Dr Cherian', ' Kuldeep Singh Chauhan']","IvyCap Ventures, Endiya Partners",4000000.0,Series A,2021,Automotive,3,2
2021-08-10,Slice,2016,Bangalore,['Rajan Bajaj'],"Gunosy, Blume Ventures",20000000.0,Seed,2021,FinTech,1,2
2021-08-10,Lavado,2016,Mumbai,['Disha Jain'],Ashish Shah,169032154.0,Seed,2021,Consumer Services,1,1
2021-08-10,BigLeap,2015,Hyderabad,"['Jamesh Johnson', ' Sainath Malkapuram Goud']",Anup Kumar Yama,600000.0,Seed,2021,Other,2,1
2021-08-11,Zenpay Solutions,2019,Delhi,['Ankit Bhargava'],"The StarupLab, AngelBay",169032154.0,Seed,2021,Finance,1,2
2021-08-11,Niro,2021,Bangalore,"['Aditya Kumar', ' Sankalp Mathur']",Elevar Equity,3500000.0,Seed,2021,Finance,2,1
2021-08-11,Cuvette Tech,2020,Bangalore,"['Atul Singhal', ' Sudhanshu Singh']","Varun Alagh, Harish Daiya",1800000.0,Seed,2021,Other,2,2
2021-08-11,bitsCrunch,2020,Chennai,['Saravanan Jaichandaran'],"Covalent, Double Peak, GenBlock Capital, Ledger Prime, MEXC Global, Synaps",700000.0,Seed,2021,Technology,1,6
2021-08-11,Green Soul,2016,Ambernath,['Ravi Khushwani'],velocity.in,200000.0,Seed,2021,Consumer Services,1,1
2021-08-11,Meesho,2015,Bangalore,"['Sanjeev Barnwal', ' Vidit Aatrey']","SAIF Partners, Venture Highway",300000000.0,Seed,2021,E-Commerce,2,2
2021-08-11,Remedico,2017,Hyderabad,['Ranjit Bhatia'],"Venture Catalysts, Tahseen Consulting",500000.0,Seed,2021,Automotive,1,2
2021-08-11,Phable,2017,Bangalore,"['Mukesh Bansal', ' Prasanth Reddy', ' Sumit Sinha']","Fresco Capital, Social Starts",12000000.0,Series A,2021,Healthcare,3,2
2021-08-12,Kinara Capital,2011,Bangalore,['Hardika Shah'],"GAWA Capital, Gaja Capital",6000000.0,Seed,2021,FinTech,1,2
2021-08-12,KIWI,2020,Delhi,"['Imran Ladiwala', ' Mishu Ahluwalia']","PointOne Capital, Core91 VC",250000.0,Seed,2021,Technology,2,2
2021-08-13,Quali55Care,2018,Mumbai,['Harddik K Patel'],India Accelerator’s Angel Investor Network,169032154.0,Seed,2021,Automotive,1,1
2021-08-13,Rapido,2015,Bangalore,"['Aravind Sanka', ' Pavan Guntupalli', ' Rishikesh SR']","Skycatcher, Nexus Venture Partners",43000000.0,Series C,2021,Logistics,3,2
2021-08-14,TagZ Foods,2019,Bangalore,"['Anish Basu Roy', ' Sagar Bhalotia']",Venture Catalysts,500000.0,Pre-series A,2021,Consumables,2,1
2021-08-14,Cred,2018,Bangalore,['Kunal Shah'],"DST Global, General Catalyst",81000000.0,Series C,2021,FinTech,1,2
2021-08-14,Arbo Works,2021,California,['Caesar Sengupta'],Sequoia Capital,169032154.0,Seed,2021,Technology,1,1
2021-08-15,SuperGaming,2017,Pune,"['Roby John', ' Sanket Nadhani', ' Navneet Waraich']","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",5500000.0,Seed,2021,Gaming,3,5
2021-08-15,Zolve,2020,Bangalore,['Raghunandan G'],DST Global,40000000.0,Series A,2021,Finance,1,1
2021-08-15,OYO,2013,Gurugram,['Ritesh Agarwal'],Microsoft,5000000.0,Series F2,2021,Hospitality,1,1
2021-08-15,Vedantu,2011,Bangalore,"['Vamsi Krishna', ' Pulkit Jain', ' Saurabh Saxena', ' Anand Prakash']",ABC World Asia,100000000.0,Series E,2021,Other,4,1
2021-08-15,Probus Insurance,2002,Mumbai,['Rakesh goyal'],BlueOrchard Impact Investment Managers,6700000.0,Seed,2021,Finance,1,1
2021-08-16,Zerone,2018,Gurugram,['Jaijit Bhattacharya'],Anthill Ventures,1300000.0,Pre-series A,2021,FinTech,1,1
2021-08-17,Do Your Thng,2018,Gurugram,['Ankit Agarwal'],"Angelbay Holdings, Faad Network",1500000.0,Seed,2021,Marketing,1,2
2021-08-17,Recordent,2018,Hyderabad,['Winny Patro'],"Family Office of Kantamaneni, IIM Calcutta Innovation Park",400000.0,Seed,2021,Finance,1,2
2021-08-17,KreditBee,2018,Bangalore,"['Karthikeyan Krishnaswamy', ' Madhusudan Ekambaram', ' Wan Hong']","Alpine Capital, PremjiInvest",75000000.0,Seed,2021,FinTech,3,2
2021-08-18,BetterPlace,2014,Bangalore,['Pravin Agarwala'],"Jungle Ventures, CX Partners",24000000.0,Series C,2021,Technology,1,2
2021-08-19,Gobillion,2020,Delhi,"['Roshan Farhan', ' Kulapradip Bharali']","YCombinator, Justin Mateen, Pioneer Fund",2900000.0,Seed,2021,Other,2,3
2021-08-19,Curefoods,2020,Bangalore,['Ankit Nagori'],"Iron Pillar, Nordstar, Binny Bansal",13000000.0,Seed,2021,Consumables,1,3
2021-08-19,PazCare,2021,Bangalore,['Sanchit Malik'],"Ashish Hemrajani, Parikshit Dar",169032154.0,Seed,2021,Other,1,2
2021-08-19,Homingos,2018,Bangalore,"['Shourya Agarwal', ' Malhar Patil', ' Rajat Gupta']","Sundi Natarajan, Srinivas Anumolu",169032154.0,Seed,2021,Other,3,2
2021-08-19,Muvin,2020,Bangalore,['Mukund V Rao'],Inflection Point Ventures,1000000.0,Seed,2021,FinTech,1,1
2021-08-20,MSMEx,2019,Andheri,"['Amit Kumar', ' Vishal Kumar', ' Dilip Kumar', ' Khushboo Arora', ' Kumar Sambhav']","TNF Ventures, Razorpay",1000000.0,Pre-series A,2021,Education,5,2
2021-08-20,Progcap,2016,Delhi,"['Pallavi Shrivastava', ' Himanshu Chandra']",Tiger Global,30000000.0,Series C,2021,FinTech,2,1
2021-08-20,4baseCare,2018,Bangalore,"['Hitesh Goswami', ' Kshitij Rishi']","Mount Judi Ventures, growX Ventures, Season Two Ventures",2000000.0,Pre-series A,2021,Healthcare,2,3
2021-08-21,AyuRythm,2017,Bangalore,['Abhilesh Gupta'],SucSEED Indovation Fund,169032154.0,Seed,2021,Automotive,1,1
2021-08-21,Pratilipi,2015,Bangalore,['Ranjeet Pratap Singh'],"Krafton Inc, Omidyar",48000000.0,Seed,2021,Other,1,2
2021-08-22,KreditBee,2018,Bangalore,"['Karthikeyan Krishnaswamy', ' Madhusudan Ekambaram', ' Wan Hong']","NewQuest Capital Partners, Motilal Oswal Private Equity",8000000.0,Seed,2021,FinTech,3,2
2021-08-22,Now&Me,2018,Delhi,"['Bani Singh', ' Drishti Gupta']","Saama, Whiteboard Capital",1000000.0,Seed,2021,Automotive,2,2
2021-08-22,90+ My Tuition App,2015,Bangalore,['Vingish Vijay'],Pearl Investment LLC,5000000.0,Series A,2021,Education,1,1
2021-08-22,ImaginXP,2013,Pune,['Vidhika Rohatgi'],Venture Catalysts,1500000.0,Seed,2021,Education,1,1
2021-08-22,Flatheads,2019,Bangalore,"['Ganesh Balakrishnan', ' Utkarsh Biradar']","Pankaj Chaddah, Srivatsan Rajan",169032154.0,Seed,2021,Lifestyle,2,2
2021-08-22,Almo,2020,Gurugram,['Abhishek Shah'],Angelist India,169032154.0,Seed,2021,Lifestyle,1,1
2021-08-23,Braingroom,2015,Chennai,"['Madhula Sathyamoorthy', ' Naliene Ramasamy', ' Kalaiarsi Periasamy']","IAN, Social Alpha, Startup Oasis",200000.0,Seed,2021,Education,3,3
2021-08-23,Skillmatics,2016,Mumbai,['Dhvanil Sheth'],Sequoia Capital India,6000000.0,Series A,2021,Education,1,1
2021-08-23,CloudSEK,2015,Bangalore,['Rahul Sasi'],MassMutual Ventures,7000000.0,Series A,2021,Technology,1,1
2021-08-23,CoinSwitch Kuber,2017,Bangalore,"['Ashish Singhal', ' Govind Soni', ' Vimal Sagar Tiwari']","Coinbase Ventures, Andreessen Horowitz",260000000.0,Series C,2021,FinTech,3,2
2021-08-23,Cashfree,2015,Bangalore,"['Akash Sinha', ' Reeju Datta']","State Bank of India, Y Combinator",169032154.0,Seed,2021,FinTech,2,2
2021-08-24,BYJU'S,2011,Bangalore,"['Byju Raveendran', ' Divya Gokulnath']","Tiga Investments, Baron Capital",150000000.0,Seed,2021,Education,2,2
2021-08-25,Chqbook,2017,Delhi,"['Mohit Goel', ' Rajat Kumar', ' Sachin Arora', ' Vipul Sharma']","Aavishkaar Venture Capital, YWC Venture Capital",1000000.0,Seed,2021,FinTech,4,2
2021-08-25,Jobsgaar,2020,Delhi,['Atul Pratap Singh'],SucSEED Indovation Fund,140000.0,Seed,2021,Other,1,1
2021-08-26,Kiko Live,2020,Gurugram,"['Alok Chawla', ' Shivam']","Dinesh Agarwal, Amarjit Batra",1000000.0,Pre-series A,2021,E-Commerce,2,2
2021-08-26,Apna.co,2019,Bangalore,['Nirmit Parikh'],"Sequoia Capital India, Rocketship.vc",12500000.0,Seed,2021,Other,1,2
2021-08-26,AMPM,2018,Gurugram,['Shubham Gupta'],Agility Venture Partners,200000.0,Seed,2021,E-Commerce,1,1
2021-08-26,FloBiz,2019,Bangalore,"['Rahul Raj', ' Aditya Naik', ' Rakesh Yadav']",Sequoia Capital India,31000000.0,Series B,2021,Technology,3,1
2021-08-27,Biocraft Innovation Technology,2019,Noida,"['Vibha Mittal', ' Anubhav Mittal']",JITO Angel Network,169032154.0,Pre-seed,2021,Other,2,1
2021-08-28,mHealth,2020,Delhi,"['Rajesh Munjal', ' Balwinder Singh', ' Monika Garg']",India Accelerator,169032154.0,Seed,2021,Wellness/Beauty,3,1
2021-08-28,Practically,2018,Hyderabad,"['Subbarao Siddabattula', ' Charu Noheria', ' Ilangovel Thulasimani']","NB Ventures, Earlsfield Capital",5000000.0,Seed,2021,Other,3,2
2021-08-29,NOTO,2019,Mumbai,"['Varun Sheth', ' Ashni Sheth']","Titan Capital, Rockstud Capital,  John Abraham, WEH Ventures",500000.0,Pre-series A,2021,Consumer Services,2,4
2021-08-29,Eupheus,2017,Delhi,"['Amit Kapoor', ' Rohit Dhar', ' Sarveshwar Shrivastava', ' Ved Prakash Khatri']","Yuj Ventures, Sixth Sense Ventures",4000000.0,Series B,2021,Education,4,2
2021-08-29,Pristyn Care,2018,Gurugram,['Harsimarbir (Harsh) Singh'],"Sequoia Capital India, Hummingbird Ventures",53000000.0,Series D,2021,Healthcare,1,2
2021-08-29,EduFund,2020,Gujarat,"['Arindam Sengupta', ' Eela Dubey']",View Trade Holding Corp,300000.0,Pre-seed,2021,FinTech,2,1
2021-08-29,Nexprt,2020,Delhi,['Harsha Vardhan K'],Titan Capital,2000000.0,Seed,2021,Consumer Services,1,1
2021-08-29,FarMart,2015,Gurugram,"['Alekh Sanghera', ' Mehtab Singh Hans']",Matrix Partners India,10000000.0,Series A,2021,Agriculture,2,1
2021-08-29,Comofi Medtech,2017,Bangalore,"['Satish Kalme', ' Kubasad Gururaj']",CIIE.CO,200000.0,Seed,2021,Healthcare,2,1
2021-08-30,Sporjo,2020,Mumbai,['G Srinivvasan'],Punit Balan,2000000.0,Pre-series A,2021,Gaming,1,1
2021-08-30,Kissan Pro,2021,Jharkhand,['Ravi Dasoundhi'],EKKI,169032154.0,Seed,2021,Agriculture,1,1
2021-08-30,Celcius,2020,Mumbai,"['Swarup Bose', ' Rajneesh Raman', ' Arbind Jain']",Eaglewings Ventures,169032154.0,Seed,2021,Logistics,3,1
2021-08-30,Sarathi,2020,Jodhpur,['Aditi Poyam'],Inflection Point Ventures,100000.0,Seed,2021,Automotive,1,1
2021-08-31,AppsForBharat,2020,Bangalore,['Prashant Sachan'],"Sequoia Capital India, BEENEXT",4000000.0,Seed,2021,Other,1,2
2021-09-02,Pristyn Care,2018,Gurugram,"['Harsimarbir (Harsh) Singh', ' Dr Vaibhav Kapoor', ' Dr Garima Sawhney']","Kunal Shah, Deepinder Goyal, Abhiraj Singh Bhal",96000000.0,Series E,2021,Automotive,3,3
2021-09-03,Ola,2010,Bangalore,['Bhavish Aggarwal'],Marquee international institutional investors,500000000.0,Seed,2021,Logistics,1,1
2021-09-03,Habbit,2020,Bangalore,"['Somnath Sandeep', ' Raghav Goyal']",Ashok Goyal,320000.0,Pre-seed,2021,Education,2,1
2021-09-04,Solethreads,2018,Gurugram,['Vikram Iyer'],"DSG Consumer Partners, Saama Capital",1000000.0,Series A,2021,Lifestyle,1,2
2021-09-04,Sugar.fit,2021,Bangalore,"['Shivtosh Kumar', ' Madan Somasundaram']","Cure.fit, Endiya Partners, Tanglin Venture",10000000.0,Seed,2021,Healthcare,2,3
2021-09-04,Blume Ventures,2011,Mumbai,"['Karthik Reddy', ' Sanjay Nath']",Avendus,40000000.0,Seed,2021,FinTech,2,1
2021-09-04,SuperBeings,2019,Bangalore,"['Yasharth Mishra', ' Gaurav Bhawnani', ' Kunal Mishra']",Endiya Partners,169032154.0,Seed,2021,Other,3,1
2021-09-04,Bimaplan,2020,Mumbai,['Vikul Goyal'],"Titan Capital, Y Combinator",500000.0,Seed,2021,FinTech,1,2
2021-09-04,Aquaconnect,2017,Chennai,['Rajamanohar'],"Rebright Partners, Flourish Ventures",4000000.0,Pre-series A,2021,Agriculture,1,2
2021-09-04,OWO Technologies,2020,Gurugram,"['Ajay Changani', ' Hardev Sahu']",Inflection Point Ventures,3000000.0,Seed,2021,Consumables,2,1
2021-09-04,D’Moksha Homes,2020,Mumbai,"['Nimisha', ' Manav Dhanda']","Apoorva Sharma, The Chennai Angels, Karthik Bhat",570000.0,Seed,2021,Lifestyle,2,3
2021-09-04,Wonderchef,2009,Mumbai,['Ravi Saxena'],"Sixth Sense Ventures, Godrej Family office, Malpani Group",20000000.0,Seed,2021,Consumer Services,1,3
2021-09-05,1K Kirana Bazaar,2018,Gurugram,"['Abhishek Halder', ' Anilesh Yadav', ' Kumar Sangeetesh']","Info Edge, FalconEdge",7000000.0,Seed,2021,Consumer Services,3,2
2021-09-06,Aqgromalin,2018,Chennai,"['Prasanna Manogaran', ' Bharani CL']",Zephyr Peacock,700000.0,Seed,2021,Technology,2,1
2021-09-06,Humit,2020,Bangalore,"['Rohit Ganapathy', ' Prithvi Sankar', ' Ishaan Negi']",Antler India,169032154.0,Pre-seed,2021,Media/Entertainment,3,1
2021-09-07,Arthya Wealth and Investments,2020,Mumbai,['Gaurav Arora'],"Rishi Kumar Bagla, Krishen Lal Khanna",1000000.0,Pre-series A,2021,FinTech,1,2
2021-09-07,IsGoingOnline,2015,Cochin,['Eobin Alex'],"Unicorn India Ventures, SEA Fund, Devdatt Shah",200000.0,Pre-series A,2021,Consumer Services,1,3
2021-09-08,Trell,2016,Bangalore,"['Pulkit Agrawal', ' Arun Lodhi', ' Bimal Kartheek Rebba']",Amazon,100000000.0,Seed,2021,Other,3,1
2021-09-08,Rubix Data Sciences,2018,Mumbai,['Mohan Ramaswamy'],Inflection Point Ventures,800000.0,Seed,2021,Technology,1,1
2021-09-08,infra.market,2016,Thane,"['Souvik Sengupta', ' Aaditya Sharda']",Tiger Global,125000000.0,Series D,2021,Real Estate,2,1
2021-09-08,CloudFiles,2020,Bangalore,"['Vishesh Singhal', ' Ankit Gupta', ' Siddharth Garg']",Titan Capital,300000.0,Pre-seed,2021,Technology,3,1
2021-09-09,CarDekho,2008,Jaipur,"['Amit Jain', ' Anurag Jain']",Inflection Point Ventures,250000000.0,Series E,2021,Automotive,2,1
2021-09-09,Yojak,2019,Gurugram,['Anuj Jain'],Info Edge Ventures,3800000.0,Seed,2021,E-Commerce,1,1
2021-09-09,DotPe,2019,Gurugram,"['Anurag Gupta', ' Gyanesh Sharma', ' Shailaz Nag']","Info Edge, Ruizheng Investment",8000000.0,Seed,2021,FinTech,3,2
2021-09-10,Eloelo,2015,Bangalore,"['Saurabh Pandey', ' Akshay Dubey']","Waterbridge, Lumikai",2000000.0,Pre-series A,2021,Gaming,2,2
2021-09-10,OYO,2012,Gurugram,['Ritesh Agarwal'],Hindustan Media Venture,200000000.0,Seed,2021,Hospitality,1,1
2021-09-11,AcknoLedger,2021,Mumbai,['Yash Dahenkar'],"Momentum 6, Basics Capital, Krypital Capital, Shima Capital, Magnus Capital",1500000.0,Seed,2021,FinTech,1,5
2021-09-11,CoinSwitch Kuber,2017,Bangalore,"['Ashish Singhal', ' Govind Soni', ' Vimal Sagar Tiwari']","Ribbit Capital, Kunal Shah",15000000.0,Series A,2021,FinTech,3,2
2021-09-11,SuperOps.ai,2020,Chennai,"['Arvind Parthiban', ' Jayakumar Karumbasalam']","Ramakant Sharma, Elevation Capital",3000000.0,Seed,2021,Technology,2,2
2021-09-11,Chqbook,2017,Gurugram,"['Vipul Sharma', ' Rajat Kumar', ' Sachin Arora']","Aavishkaar Capital, Rajiv Dadlani Group",5000000.0,Pre-series B,2021,FinTech,3,2
2021-09-12,Mindhouse,2019,Gurugram,"['Pooja Khanna', ' Pankaj Chaddah']","Binny Bansal, General Catalyst",6000000.0,Seed,2021,Wellness/Beauty,2,2
2021-09-12,Reccy Adventures,2019,Gurugram,"['Amit Chowdhury', ' Siddhartha Chatterjee', ' Tapas Pal']","Kallol Banerjee, Jaydeep Barman",400000.0,Seed,2021,Gaming,3,2
2021-09-12,Kyt,2020,Bangalore,"['Bhavik Rathod', ' Tripti Ahuja']",Alpha Wave Incubation,5000000.0,Series A,2021,Education,2,1
2021-09-12,Teachmint,2020,Bangalore,"['Divyansh Bordia', ' Mihir Gupta']","Rocketship.vc, Vulcan Capital",78000000.0,Series B,2021,Other,2,2
2021-09-12,Enmovil,2015,Hyderabad,"['Ravi Bulusu', ' Nanda Kishore', ' Venkat Moganty']",Anicut Angel Fund,1300000.0,Pre-series A,2021,Technology,3,1
2021-09-12,Uable,2020,Bangalore,['Saurabh Saxena'],"JAFCO Asia, Chiratae Ventures",35000000.0,Pre-series A,2021,Education,1,2
2021-09-12,Fourth Partner Energy,2010,Hyderabad,['Vivek Subramanian'],"Norfund, The Rise Fund",125000000.0,Seed,2021,Energy,1,2
2021-09-12,Superplum,2019,Noida,['Shobhit Gupta'],Marquee investors,3800000.0,Pre-series A,2021,Technology,1,1
2021-09-12,Karkhana.io,2018,Mumbai,['Sonam Motwani'],Zone Startups In,1500000.0,Seed,2021,Manufacture,1,1
2021-09-12,Alpha Coach,2021,Mumbai,['Ketan Mavinkurve'],Jani Ventures INC,1200000.0,Seed,2021,Wellness/Beauty,1,1
2021-09-13,Bolkar,2018,Bangalore,"['Abhishek Tripathi', ' Dhruv Kaushal', ' Prince Tripathi', ' Saurabh Rai']","GSF, Pras Hanuma",169032154.0,Seed,2021,Technology,4,2
2021-09-13,Codingal,2020,Bangalore,"['Satyam Baranwal', ' Vivek Prakash']","Y Combinator, Rebright Partners",169032154.0,Seed,2021,Education,2,2
2021-09-14,RevFin,2018,Delhi,['Sameer Aggarwal'],Shell Foundation,169032154.0,Seed,2021,FinTech,1,1
2021-09-14,WaterScience,2014,Bangalore,['Sudeep N'],Inflection Point Ventures,169032154.0,Seed,2021,Wellness/Beauty,1,1
2021-09-14,Koparo,2020,Delhi,['Simran Khara'],"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners",700000.0,Seed,2021,Consumer Services,1,3
2021-09-14,Learn4o Technology,2020,Jaipur,['Kamal Kant Gupta'],IAN,169032154.0,Seed,2021,Other,1,1
2021-09-15,Easebuzz,2015,Pune,['Rohit Prasad'],"Jitendra Gupta, Amrish Rau",4000000.0,Series A,2021,E-Commerce,1,2
2021-09-15,Unremot,2020,Bangalore,['Shiju Radhakrishnan'],Inflection Point Ventures,700000.0,Seed,2021,Technology,1,1
2021-09-16,Kutuki,2017,Bangalore,"['Bharath Bevinahally', ' Sneha Sundaram']",Omidyar Network India,2000000.0,Seed,2021,Education,2,1
2021-09-16,TechEagle,2015,Gurugram,['Vikram Singh Meena'],India Accelerator,500000.0,Seed,2021,Logistics,1,1
2021-09-17,AgroStar,2013,Pune,"['Shardul', ' Sitanshu Sheth']","Evolvence, Hero Enterprise",70000000.0,Series D,2021,Technology,2,2
2021-09-17,Groww,2017,Bangalore,"['Harsh Jain', ' Ishan Bansal', ' Lalit Keshre', ' Neeraj Singh']","Tiger Global Management, Y Combinator Continuity Fund",83000000.0,Series D,2021,FinTech,4,2
2021-09-17,Karkinos Healthcare,2020,Mumbai,"['R Venkataramanan', ' Ravi Kant']",Reliance Digital Health,169032154.0,Seed,2021,Automotive,2,1
2021-09-17,AutomataPi,2017,Powai,"['Devesh Rao', ' Manjeet Khopkar', ' Rahul Hattangdi']",Indian Angel Network,400000.0,Seed,2021,Technology,3,1
2021-09-18,Playo,2014,Bangalore,['Daanish Suhail'],ah! Ventures High Tables,500000.0,Pre-series A,2021,Gaming,1,1
2021-09-18,Gourmet Garden,2019,Bangalore,['Arjun Balaji'],"Beyond Next Ventures, M Venture Partners",3000000.0,Seed,2021,Agriculture,1,2
2021-09-19,Toothsi,2018,Mumbai,"['Dr Arpi Mehta', ' Dr Pravin Shetty', ' Dr Manjul Jain', ' Dr Anirudh Kale']",Think Investments,5000000.0,Series A,2021,Automotive,4,1
2021-09-19,ePayLater,2015,Mumbai,"['Aurko Bhattacharya', ' Akshat Saxena']","Responsibility, Blue Ashva Capital, Pravega Ventures",10000000.0,Series B,2021,Finance,2,3
2021-09-19,Kirana247,2018,Delhi,"['Tarun Jiwarajka', ' Pankhuri Jiwarajka']",Inflection Point Ventures,1000000.0,Seed,2021,Logistics,2,1
2021-09-19,Pocket Aces,2013,Mumbai,"['Anirudh Pandita', ' Aditi Shrivastava', ' Ashwin Suresh']","3one4 Capital, DSP Group",2000000.0,Seed,2021,Media/Entertainment,3,2
2021-09-19,Groww,2016,Bangalore,"['Lalit Keshre', ' Harsh Jain', ' Ishan Bansal', ' Neeraj Singh']",Iconiq Growth,250000000.0,Series E,2021,Finance,4,1
2021-09-20,Shyplite,2016,Delhi,"['Nisschal Jain', '  Sugam Jain', ' Parinay Itkan']",N+1 Capital,1000000.0,Seed,2021,Logistics,3,1
2021-09-20,Pencilton,2017,Hyderabad,"['VishwajitPureti', ' Ashish Singh', ' Pallavi Tipparaju', ' Viraj Gadde']",Jupiter,330000.0,Pre-seed,2021,FinTech,4,1
2021-09-21,Superpro.ai,2019,Bangalore,"['Gaurav Tripathi', ' Sagar Ramteke', ' Vijay Goel', ' Vivek Kumar']","SOSV, Omphalos Ventures India",3000000.0,Seed,2021,Media/Entertainment,4,2
2021-09-21,LimeChat,2020,Haryana,"['Aniket Bajpai', ' Nikhil Gupta']","Stellaris Venture Partners, Ramakant Sharma",7500000.0,Seed,2021,Technology,2,2
2021-09-21,ElectricPe,2021,Bangalore,"['Avinash Sharma', ' Raghav Rohila']","Blume Ventures, Micelio Fund",3000000.0,Seed,2021,Energy,2,2
2021-09-22,Upgame,2017,Gurugram,['Sameer Sawhney'],"James Milner, Adam Lallana",169032154.0,Seed,2021,Other,1,2
2021-09-22,Unbox Robotics,2019,Bangalore,"['Pramod Ghadge', ' Shahid Memon']","BEENEXT, Entrepreneur First",1200000.0,Pre-series A,2021,Technology,2,2
2021-09-24,CanPe,2019,Bangalore,['Arindam Choudhury'],Axilor Ventures,169032154.0,Seed,2021,Other,1,1
2021-09-24,SmartCoin,2016,Bangalore,"['Jayant Upadhyay', ' Amit Chandel', ' Rohit Garg']","Northern Arc, Vivriti Capital",10000000.0,Seed,2021,FinTech,3,2
